lon	lat	pop	x_idx	y_idx
-87.6284238521	41.7989081257	0	30	11
-87.6254803718	41.7989081257	1	31	11
-87.6225368915	41.7989081257	80	32	11
-87.6195934113	41.7989081257	0	33	11
-87.616649931	41.7989081257	0	34	11
-87.6137064508	41.7989081257	0	35	11
-87.6107629705	41.7989081257	0	36	11
-87.6078194902	41.7989081257	0	37	11
-87.60487601	41.7989081257	615	38	11
-87.6019325297	41.7989081257	330	39	11
-87.5989890495	41.7989081257	296	40	11
-87.7167282599	41.7967146584	599	0	12
-87.7137847796	41.7967146584	286	1	12
-87.7108412993	41.7967146584	158	2	12
-87.7078978191	41.7967146584	325	3	12
-87.7049543388	41.7967146584	748	4	12
-87.7020108586	41.7967146584	337	5	12
-87.6990673783	41.7967146584	785	6	12
-87.696123898	41.7967146584	536	7	12
-87.6931804178	41.7967146584	557	8	12
-87.6902369375	41.7967146584	481	9	12
-87.6872934573	41.7967146584	789	10	12
-87.684349977	41.7967146584	217	11	12
-87.6814064967	41.7967146584	32	12	12
-87.6784630165	41.7967146584	190	13	12
-87.6755195362	41.7967146584	323	14	12
-87.672576056	41.7967146584	188	15	12
-87.6696325757	41.7967146584	231	16	12
-87.6666890954	41.7967146584	315	17	12
-87.6637456152	41.7967146584	210	18	12
-87.6608021349	41.7967146584	181	19	12
-87.6578586547	41.7967146584	0	20	12
-87.6549151744	41.7967146584	103	21	12
-87.6519716941	41.7967146584	245	22	12
-87.6490282139	41.7967146584	258	23	12
-87.6460847336	41.7967146584	152	24	12
-87.6431412534	41.7967146584	190	25	12
-87.6401977731	41.7967146584	145	26	12
-87.6372542928	41.7967146584	0	27	12
-87.6343108126	41.7967146584	136	28	12
-87.6313673323	41.7967146584	156	29	12
-87.6284238521	41.7967146584	32	30	12
-87.6254803718	41.7967146584	88	31	12
-87.6225368915	41.7967146584	717	32	12
-87.6195934113	41.7967146584	435	33	12
-87.616649931	41.7967146584	325	34	12
-87.6137064508	41.7967146584	0	35	12
-87.6107629705	41.7967146584	0	36	12
-87.6078194902	41.7967146584	0	37	12
-87.60487601	41.7967146584	821	38	12
-87.6019325297	41.7967146584	776	39	12
-87.5989890495	41.7967146584	566	40	12
-87.7167282599	41.794521191	803	0	13
-87.7137847796	41.794521191	289	1	13
-87.7108412993	41.794521191	555	2	13
-87.7078978191	41.794521191	391	3	13
-87.7049543388	41.794521191	627	4	13
-87.7020108586	41.794521191	593	5	13
-87.6990673783	41.794521191	685	6	13
-87.696123898	41.794521191	365	7	13
-87.6931804178	41.794521191	601	8	13
-87.6902369375	41.794521191	496	9	13
-87.6872934573	41.794521191	354	10	13
-87.684349977	41.794521191	0	11	13
-87.6814064967	41.794521191	257	12	13
-87.6784630165	41.794521191	277	13	13
-87.6755195362	41.794521191	269	14	13
-87.672576056	41.794521191	364	15	13
-87.6696325757	41.794521191	409	16	13
-87.6666890954	41.794521191	382	17	13
-87.6637456152	41.794521191	370	18	13
-87.6608021349	41.794521191	442	19	13
-87.6578586547	41.794521191	91	20	13
-87.6549151744	41.794521191	222	21	13
-87.6519716941	41.794521191	522	22	13
-87.6490282139	41.794521191	225	23	13
-87.6460847336	41.794521191	170	24	13
-87.6431412534	41.794521191	163	25	13
-87.6401977731	41.794521191	176	26	13
-87.6372542928	41.794521191	34	27	13
-87.6343108126	41.794521191	6	28	13
-87.6313673323	41.794521191	3	29	13
-87.6284238521	41.794521191	33	30	13
-87.6254803718	41.794521191	229	31	13
-87.6225368915	41.794521191	175	32	13
-87.6195934113	41.794521191	41	33	13
-87.616649931	41.794521191	117	34	13
-87.6137064508	41.794521191	0	35	13
